1	1	-85.605165	34.984678
1	1	-85.1844	32.861317
1	1	-84.96303	32.424244
1	1	-85.007103	32.328362
1	1	-84.8908943031	32.26150384392
1	1	-85.061144	32.134065
1	1	-85.140731	31.857461
1	1	-85.041305	31.540987
1	1	-85.107516	31.186451
1	1	-85.002368	31.000682
1	1	-87.598928	30.997457
1	1	-87.634938	30.865886
1	1	-87.406958	30.675165
1	1	-87.366939	30.44048
1	1	-87.518324	30.280435
1	1	-87.755263	30.277292
1	1	-87.906343	30.40938
1	1	-88.008396	30.684956
1	1	-88.136173	30.320729
1	1	-88.395023	30.369425
1	1	-88.473227	31.893856
1	1	-88.097888	34.892202
1	1	-88.200064	34.995634
1	1	-88.202959	35.008028
2	1	-147.787110884	70.24536349412
2	1	-146.991109	70.14761
2	1	-145.858296954	70.16599608296
2	1	-144.953637	69.959262
2	1	-143.574986	70.154598
2	1	-142.746807	70.042531
2	1	-142.009321	69.800726
2	1	-141.606229	69.761695
2	1	-141.377718	69.634631
2	1	-141.002672	69.645609
2	1	-141.00184	60.306105
2	1	-140.53509	60.224224
2	1	-140.472292	60.31059
2	1	-139.989142	60.18524
2	1	-139.698361	60.340421
2	1	-139.086669	60.357654
2	1	-139.200346	60.090701
2	1	-138.702053	59.910245
2	1	-138.620931	59.770559
2	1	-137.604277	59.243057
2	1	-137.526424	58.906834
2	1	-136.826633	59.158389
2	1	-136.581521	59.164909
2	1	-136.474326	59.464194
2	1	-136.256889	59.623646
2	1	-135.477436	59.799626
2	1	-135.231148	59.697176
2	1	-135.027456	59.563692
2	1	-134.961972	59.280376
2	1	-134.702383	59.247836
2	1	-134.250526	58.858046
2	1	-133.840392	58.727991
2	1	-133.379908	58.427909
2	1	-133.460377	58.38361
2	1	-133.176444	58.150151
2	1	-133.076421	57.999762
2	1	-132.252187	57.215655
2	1	-132.371312	57.095229
2	1	-132.051044	57.051155
2	1	-132.125934	56.874698
2	1	-131.871725	56.804965
2	1	-131.835133	56.601849
2	1	-131.581221	56.613275
2	1	-131.085704	56.40654
2	1	-130.466874	56.239789
2	1	-130.425575	56.140676
